"school_id","school_name","address","city","state","zip_code","class_id","school_id-2","class_name","city-2","schedule_time","room_number","teacher_id","school_id-3","first_name","last_name","subject","hire_date","enrollment_id","school_id-4","boy_id","girl_id","enrollment_date","student_id","school_id-5","first_name-2","last_name-2","date_of_birth","grade_level","subject_id","school_id-6","subject_name","description","credits","teacher_name"
606,"School 606","Address 606","City 6","State 1","ZIP00606",605,606,"Class 605","City 5","10:05:00","Room 5",605,606,"TeacherFirstName605","TeacherLastName605","Subject 5","2010-08-29",605,606,106,106,"2022-08-29",605,606,"FirstName605","LastName605","2000-04-15",6,1605,606,"Unique Subject 1605","Unique description for subject 1605",1,"Teacher 1605"
607,"School 607","Address 607","City 7","State 2","ZIP00607",606,607,"Class 606","City 6","10:06:00","Room 6",606,607,"TeacherFirstName606","TeacherLastName606","Subject 6","2010-08-30",606,607,107,107,"2022-08-30",606,607,"FirstName606","LastName606","2000-04-16",7,1606,607,"Unique Subject 1606","Unique description for subject 1606",2,"Teacher 1606"
608,"School 608","Address 608","City 8","State 3","ZIP00608",607,608,"Class 607","City 7","10:07:00","Room 7",607,608,"TeacherFirstName607","TeacherLastName607","Subject 7","2010-08-31",607,608,108,108,"2022-08-31",607,608,"FirstName607","LastName607","2000-04-17",8,1607,608,"Unique Subject 1607","Unique description for subject 1607",3,"Teacher 1607"
609,"School 609","Address 609","City 9","State 4","ZIP00609",608,609,"Class 608","City 8","10:08:00","Room 8",608,609,"TeacherFirstName608","TeacherLastName608","Subject 8","2010-09-01",608,609,109,109,"2022-09-01",608,609,"FirstName608","LastName608","2000-04-18",9,1608,609,"Unique Subject 1608","Unique description for subject 1608",4,"Teacher 1608"
610,"School 610","Address 610","City 0","State 0","ZIP00610",609,610,"Class 609","City 9","10:09:00","Room 9",609,610,"TeacherFirstName609","TeacherLastName609","Subject 9","2010-09-02",609,610,110,110,"2022-09-02",609,610,"FirstName609","LastName609","2000-04-19",10,1609,610,"Unique Subject 1609","Unique description for subject 1609",5,"Teacher 1609"
611,"School 611","Address 611","City 1","State 1","ZIP00611",610,611,"Class 610","City 0","10:10:00","Room 10",610,611,"TeacherFirstName610","TeacherLastName610","Subject 0","2010-09-03",610,611,111,111,"2022-09-03",610,611,"FirstName610","LastName610","2000-04-20",11,1610,611,"Unique Subject 1610","Unique description for subject 1610",1,"Teacher 1610"
612,"School 612","Address 612","City 2","State 2","ZIP00612",611,612,"Class 611","City 1","10:11:00","Room 11",611,612,"TeacherFirstName611","TeacherLastName611","Subject 1","2010-09-04",611,612,112,112,"2022-09-04",611,612,"FirstName611","LastName611","2000-04-21",12,1611,612,"Unique Subject 1611","Unique description for subject 1611",2,"Teacher 1611"
613,"School 613","Address 613","City 3","State 3","ZIP00613",612,613,"Class 612","City 2","10:12:00","Room 12",612,613,"TeacherFirstName612","TeacherLastName612","Subject 2","2010-09-05",612,613,113,113,"2022-09-05",612,613,"FirstName612","LastName612","2000-04-22",1,1612,613,"Unique Subject 1612","Unique description for subject 1612",3,"Teacher 1612"
614,"School 614","Address 614","City 4","State 4","ZIP00614",613,614,"Class 613","City 3","10:13:00","Room 13",613,614,"TeacherFirstName613","TeacherLastName613","Subject 3","2010-09-06",613,614,114,114,"2022-09-06",613,614,"FirstName613","LastName613","2000-04-23",2,1613,614,"Unique Subject 1613","Unique description for subject 1613",4,"Teacher 1613"
615,"School 615","Address 615","City 5","State 0","ZIP00615",614,615,"Class 614","City 4","10:14:00","Room 14",614,615,"TeacherFirstName614","TeacherLastName614","Subject 4","2010-09-07",614,615,115,115,"2022-09-07",614,615,"FirstName614","LastName614","2000-04-24",3,1614,615,"Unique Subject 1614","Unique description for subject 1614",5,"Teacher 1614"
616,"School 616","Address 616","City 6","State 1","ZIP00616",615,616,"Class 615","City 5","10:15:00","Room 15",615,616,"TeacherFirstName615","TeacherLastName615","Subject 5","2010-09-08",615,616,116,116,"2022-09-08",615,616,"FirstName615","LastName615","2000-04-25",4,1615,616,"Unique Subject 1615","Unique description for subject 1615",1,"Teacher 1615"
617,"School 617","Address 617","City 7","State 2","ZIP00617",616,617,"Class 616","City 6","10:16:00","Room 16",616,617,"TeacherFirstName616","TeacherLastName616","Subject 6","2010-09-09",616,617,117,117,"2022-09-09",616,617,"FirstName616","LastName616","2000-04-26",5,1616,617,"Unique Subject 1616","Unique description for subject 1616",2,"Teacher 1616"
618,"School 618","Address 618","City 8","State 3","ZIP00618",617,618,"Class 617","City 7","10:17:00","Room 17",617,618,"TeacherFirstName617","TeacherLastName617","Subject 7","2010-09-10",617,618,118,118,"2022-09-10",617,618,"FirstName617","LastName617","2000-04-27",6,1617,618,"Unique Subject 1617","Unique description for subject 1617",3,"Teacher 1617"
619,"School 619","Address 619","City 9","State 4","ZIP00619",618,619,"Class 618","City 8","10:18:00","Room 18",618,619,"TeacherFirstName618","TeacherLastName618","Subject 8","2010-09-11",618,619,119,119,"2022-09-11",618,619,"FirstName618","LastName618","2000-04-28",7,1618,619,"Unique Subject 1618","Unique description for subject 1618",4,"Teacher 1618"
620,"School 620","Address 620","City 0","State 0","ZIP00620",619,620,"Class 619","City 9","10:19:00","Room 19",619,620,"TeacherFirstName619","TeacherLastName619","Subject 9","2010-09-12",619,620,120,120,"2022-09-12",619,620,"FirstName619","LastName619","2000-04-29",8,1619,620,"Unique Subject 1619","Unique description for subject 1619",5,"Teacher 1619"
621,"School 621","Address 621","City 1","State 1","ZIP00621",620,621,"Class 620","City 0","10:20:00","Room 20",620,621,"TeacherFirstName620","TeacherLastName620","Subject 0","2010-09-13",620,621,121,121,"2022-09-13",620,621,"FirstName620","LastName620","2000-04-30",9,1620,621,"Unique Subject 1620","Unique description for subject 1620",1,"Teacher 1620"
622,"School 622","Address 622","City 2","State 2","ZIP00622",621,622,"Class 621","City 1","10:21:00","Room 21",621,622,"TeacherFirstName621","TeacherLastName621","Subject 1","2010-09-14",621,622,122,122,"2022-09-14",621,622,"FirstName621","LastName621","2000-05-01",10,1621,622,"Unique Subject 1621","Unique description for subject 1621",2,"Teacher 1621"
623,"School 623","Address 623","City 3","State 3","ZIP00623",622,623,"Class 622","City 2","10:22:00","Room 22",622,623,"TeacherFirstName622","TeacherLastName622","Subject 2","2010-09-15",622,623,123,123,"2022-09-15",622,623,"FirstName622","LastName622","2000-05-02",11,1622,623,"Unique Subject 1622","Unique description for subject 1622",3,"Teacher 1622"
624,"School 624","Address 624","City 4","State 4","ZIP00624",623,624,"Class 623","City 3","10:23:00","Room 23",623,624,"TeacherFirstName623","TeacherLastName623","Subject 3","2010-09-16",623,624,124,124,"2022-09-16",623,624,"FirstName623","LastName623","2000-05-03",12,1623,624,"Unique Subject 1623","Unique description for subject 1623",4,"Teacher 1623"
625,"School 625","Address 625","City 5","State 0","ZIP00625",624,625,"Class 624","City 4","10:24:00","Room 24",624,625,"TeacherFirstName624","TeacherLastName624","Subject 4","2010-09-17",624,625,125,125,"2022-09-17",624,625,"FirstName624","LastName624","2000-05-04",1,1624,625,"Unique Subject 1624","Unique description for subject 1624",5,"Teacher 1624"
626,"School 626","Address 626","City 6","State 1","ZIP00626",625,626,"Class 625","City 5","10:25:00","Room 25",625,626,"TeacherFirstName625","TeacherLastName625","Subject 5","2010-09-18",625,626,126,126,"2022-09-18",625,626,"FirstName625","LastName625","2000-05-05",2,1625,626,"Unique Subject 1625","Unique description for subject 1625",1,"Teacher 1625"
627,"School 627","Address 627","City 7","State 2","ZIP00627",626,627,"Class 626","City 6","10:26:00","Room 26",626,627,"TeacherFirstName626","TeacherLastName626","Subject 6","2010-09-19",626,627,127,127,"2022-09-19",626,627,"FirstName626","LastName626","2000-05-06",3,1626,627,"Unique Subject 1626","Unique description for subject 1626",2,"Teacher 1626"
628,"School 628","Address 628","City 8","State 3","ZIP00628",627,628,"Class 627","City 7","10:27:00","Room 27",627,628,"TeacherFirstName627","TeacherLastName627","Subject 7","2010-09-20",627,628,128,128,"2022-09-20",627,628,"FirstName627","LastName627","2000-05-07",4,1627,628,"Unique Subject 1627","Unique description for subject 1627",3,"Teacher 1627"
629,"School 629","Address 629","City 9","State 4","ZIP00629",628,629,"Class 628","City 8","10:28:00","Room 28",628,629,"TeacherFirstName628","TeacherLastName628","Subject 8","2010-09-21",628,629,129,129,"2022-09-21",628,629,"FirstName628","LastName628","2000-05-08",5,1628,629,"Unique Subject 1628","Unique description for subject 1628",4,"Teacher 1628"
630,"School 630","Address 630","City 0","State 0","ZIP00630",629,630,"Class 629","City 9","10:29:00","Room 29",629,630,"TeacherFirstName629","TeacherLastName629","Subject 9","2010-09-22",629,630,130,130,"2022-09-22",629,630,"FirstName629","LastName629","2000-05-09",6,1629,630,"Unique Subject 1629","Unique description for subject 1629",5,"Teacher 1629"
631,"School 631","Address 631","City 1","State 1","ZIP00631",630,631,"Class 630","City 0","10:30:00","Room 30",630,631,"TeacherFirstName630","TeacherLastName630","Subject 0","2010-09-23",630,631,131,131,"2022-09-23",630,631,"FirstName630","LastName630","2000-05-10",7,1630,631,"Unique Subject 1630","Unique description for subject 1630",1,"Teacher 1630"
632,"School 632","Address 632","City 2","State 2","ZIP00632",631,632,"Class 631","City 1","10:31:00","Room 31",631,632,"TeacherFirstName631","TeacherLastName631","Subject 1","2010-09-24",631,632,132,132,"2022-09-24",631,632,"FirstName631","LastName631","2000-05-11",8,1631,632,"Unique Subject 1631","Unique description for subject 1631",2,"Teacher 1631"
633,"School 633","Address 633","City 3","State 3","ZIP00633",632,633,"Class 632","City 2","10:32:00","Room 32",632,633,"TeacherFirstName632","TeacherLastName632","Subject 2","2010-09-25",632,633,133,133,"2022-09-25",632,633,"FirstName632","LastName632","2000-05-12",9,1632,633,"Unique Subject 1632","Unique description for subject 1632",3,"Teacher 1632"
634,"School 634","Address 634","City 4","State 4","ZIP00634",633,634,"Class 633","City 3","10:33:00","Room 33",633,634,"TeacherFirstName633","TeacherLastName633","Subject 3","2010-09-26",633,634,134,134,"2022-09-26",633,634,"FirstName633","LastName633","2000-05-13",10,1633,634,"Unique Subject 1633","Unique description for subject 1633",4,"Teacher 1633"
635,"School 635","Address 635","City 5","State 0","ZIP00635",634,635,"Class 634","City 4","10:34:00","Room 34",634,635,"TeacherFirstName634","TeacherLastName634","Subject 4","2010-09-27",634,635,135,135,"2022-09-27",634,635,"FirstName634","LastName634","2000-05-14",11,1634,635,"Unique Subject 1634","Unique description for subject 1634",5,"Teacher 1634"
636,"School 636","Address 636","City 6","State 1","ZIP00636",635,636,"Class 635","City 5","10:35:00","Room 35",635,636,"TeacherFirstName635","TeacherLastName635","Subject 5","2010-09-28",635,636,136,136,"2022-09-28",635,636,"FirstName635","LastName635","2000-05-15",12,1635,636,"Unique Subject 1635","Unique description for subject 1635",1,"Teacher 1635"
637,"School 637","Address 637","City 7","State 2","ZIP00637",636,637,"Class 636","City 6","10:36:00","Room 36",636,637,"TeacherFirstName636","TeacherLastName636","Subject 6","2010-09-29",636,637,137,137,"2022-09-29",636,637,"FirstName636","LastName636","2000-05-16",1,1636,637,"Unique Subject 1636","Unique description for subject 1636",2,"Teacher 1636"
638,"School 638","Address 638","City 8","State 3","ZIP00638",637,638,"Class 637","City 7","10:37:00","Room 37",637,638,"TeacherFirstName637","TeacherLastName637","Subject 7","2010-09-30",637,638,138,138,"2022-09-30",637,638,"FirstName637","LastName637","2000-05-17",2,1637,638,"Unique Subject 1637","Unique description for subject 1637",3,"Teacher 1637"
639,"School 639","Address 639","City 9","State 4","ZIP00639",638,639,"Class 638","City 8","10:38:00","Room 38",638,639,"TeacherFirstName638","TeacherLastName638","Subject 8","2010-10-01",638,639,139,139,"2022-10-01",638,639,"FirstName638","LastName638","2000-05-18",3,1638,639,"Unique Subject 1638","Unique description for subject 1638",4,"Teacher 1638"
640,"School 640","Address 640","City 0","State 0","ZIP00640",639,640,"Class 639","City 9","10:39:00","Room 39",639,640,"TeacherFirstName639","TeacherLastName639","Subject 9","2010-10-02",639,640,140,140,"2022-10-02",639,640,"FirstName639","LastName639","2000-05-19",4,1639,640,"Unique Subject 1639","Unique description for subject 1639",5,"Teacher 1639"
641,"School 641","Address 641","City 1","State 1","ZIP00641",640,641,"Class 640","City 0","10:40:00","Room 40",640,641,"TeacherFirstName640","TeacherLastName640","Subject 0","2010-10-03",640,641,141,141,"2022-10-03",640,641,"FirstName640","LastName640","2000-05-20",5,1640,641,"Unique Subject 1640","Unique description for subject 1640",1,"Teacher 1640"
642,"School 642","Address 642","City 2","State 2","ZIP00642",641,642,"Class 641","City 1","10:41:00","Room 41",641,642,"TeacherFirstName641","TeacherLastName641","Subject 1","2010-10-04",641,642,142,142,"2022-10-04",641,642,"FirstName641","LastName641","2000-05-21",6,1641,642,"Unique Subject 1641","Unique description for subject 1641",2,"Teacher 1641"
643,"School 643","Address 643","City 3","State 3","ZIP00643",642,643,"Class 642","City 2","10:42:00","Room 42",642,643,"TeacherFirstName642","TeacherLastName642","Subject 2","2010-10-05",642,643,143,143,"2022-10-05",642,643,"FirstName642","LastName642","2000-05-22",7,1642,643,"Unique Subject 1642","Unique description for subject 1642",3,"Teacher 1642"
644,"School 644","Address 644","City 4","State 4","ZIP00644",643,644,"Class 643","City 3","10:43:00","Room 43",643,644,"TeacherFirstName643","TeacherLastName643","Subject 3","2010-10-06",643,644,144,144,"2022-10-06",643,644,"FirstName643","LastName643","2000-05-23",8,1643,644,"Unique Subject 1643","Unique description for subject 1643",4,"Teacher 1643"
645,"School 645","Address 645","City 5","State 0","ZIP00645",644,645,"Class 644","City 4","10:44:00","Room 44",644,645,"TeacherFirstName644","TeacherLastName644","Subject 4","2010-10-07",644,645,145,145,"2022-10-07",644,645,"FirstName644","LastName644","2000-05-24",9,1644,645,"Unique Subject 1644","Unique description for subject 1644",5,"Teacher 1644"
646,"School 646","Address 646","City 6","State 1","ZIP00646",645,646,"Class 645","City 5","10:45:00","Room 45",645,646,"TeacherFirstName645","TeacherLastName645","Subject 5","2010-10-08",645,646,146,146,"2022-10-08",645,646,"FirstName645","LastName645","2000-05-25",10,1645,646,"Unique Subject 1645","Unique description for subject 1645",1,"Teacher 1645"
647,"School 647","Address 647","City 7","State 2","ZIP00647",646,647,"Class 646","City 6","10:46:00","Room 46",646,647,"TeacherFirstName646","TeacherLastName646","Subject 6","2010-10-09",646,647,147,147,"2022-10-09",646,647,"FirstName646","LastName646","2000-05-26",11,1646,647,"Unique Subject 1646","Unique description for subject 1646",2,"Teacher 1646"
648,"School 648","Address 648","City 8","State 3","ZIP00648",647,648,"Class 647","City 7","10:47:00","Room 47",647,648,"TeacherFirstName647","TeacherLastName647","Subject 7","2010-10-10",647,648,148,148,"2022-10-10",647,648,"FirstName647","LastName647","2000-05-27",12,1647,648,"Unique Subject 1647","Unique description for subject 1647",3,"Teacher 1647"
649,"School 649","Address 649","City 9","State 4","ZIP00649",648,649,"Class 648","City 8","10:48:00","Room 48",648,649,"TeacherFirstName648","TeacherLastName648","Subject 8","2010-10-11",648,649,149,149,"2022-10-11",648,649,"FirstName648","LastName648","2000-05-28",1,1648,649,"Unique Subject 1648","Unique description for subject 1648",4,"Teacher 1648"
650,"School 650","Address 650","City 0","State 0","ZIP00650",649,650,"Class 649","City 9","10:49:00","Room 49",649,650,"TeacherFirstName649","TeacherLastName649","Subject 9","2010-10-12",649,650,150,150,"2022-10-12",649,650,"FirstName649","LastName649","2000-05-29",2,1649,650,"Unique Subject 1649","Unique description for subject 1649",5,"Teacher 1649"
651,"School 651","Address 651","City 1","State 1","ZIP00651",650,651,"Class 650","City 0","10:50:00","Room 0",650,651,"TeacherFirstName650","TeacherLastName650","Subject 0","2010-10-13",650,651,151,151,"2022-10-13",650,651,"FirstName650","LastName650","2000-05-30",3,1650,651,"Unique Subject 1650","Unique description for subject 1650",1,"Teacher 1650"
652,"School 652","Address 652","City 2","State 2","ZIP00652",651,652,"Class 651","City 1","10:51:00","Room 1",651,652,"TeacherFirstName651","TeacherLastName651","Subject 1","2010-10-14",651,652,152,152,"2022-10-14",651,652,"FirstName651","LastName651","2000-05-31",4,1651,652,"Unique Subject 1651","Unique description for subject 1651",2,"Teacher 1651"
